Package,post,N,A,Ce,Ca,I,D,MII,NC ,BCF , IC,AIC ,SAVI  ,PPI,APIUP,Package Name,PkgMod
org.eclipse.jdt.internal.debug.eval.ast.engine,7,11,0.1,12,2,0.857142857,0.042857143,0,0.217391304,1,0.8,0.994680851,0.061983471,0.021978022,1.25,org.eclipse.jdt.internal.debug.eval.ast.engine,0.804384801
org.eclipse.jdt.internal.debug.eval.ast.instructions,3,74,0.104477612,10,1,0.909090909,0.013568521,0,0.897637795,1,1,0.819148936,0,0.857142857,0.083333333,org.eclipse.jdt.internal.debug.eval.ast.instructions,0.92143258
org.eclipse.jdt.internal.debug.ui,21,38,0.117647059,49,6,0.890909091,0.00855615,0,0.713178295,1,0.657142857,0.925531915,0,1,0,org.eclipse.jdt.internal.debug.ui,0.683017602
org.eclipse.jdt.internal.debug.ui.actions,14,64,0.185185185,45,2,0.957446809,0.142631994,0,0.912790698,1,0.796875,0.936170213,0.010888672,0.692307692,0,org.eclipse.jdt.internal.debug.ui.actions,0.700839439
org.eclipse.jdt.internal.debug.ui.display,1,11,0.1,32,2,0.941176471,0.041176471,0,0.842105263,1,0.5,0.992021277,0.061983471,1,1,org.eclipse.jdt.internal.debug.ui.display,0.804384801
org.eclipse.jdt.internal.debug.ui.launcher,10,35,0.166666667,43,3,0.934782609,0.101449275,0,0.769230769,1,0.484848485,0.968085106,0.019836735,0,0,org.eclipse.jdt.internal.debug.ui.launcher,0.792130145
org.eclipse.jdt.internal.debug.ui.snippeteditor,4,18,0.125,49,2,0.960784314,0.085784314,0,0.883333333,1,0.470588235,0.986702128,0,0,0,org.eclipse.jdt.internal.debug.ui.snippeteditor,0.898984746
org.eclipse.jdt.internal.eval,3,28,0.12,17,2,0.894736842,0.014736842,0,0.87804878,1,0.423076923,0.989361702,0.02372449,0,0,org.eclipse.jdt.internal.eval,0.673106423
org.eclipse.jdt.internal.formatter,6,1,0,8,1,0.888888889,0.111111111,0.583333333,1,1,0.997340426,0.512,0.042553191,0,,org.eclipse.jdt.internal.formatter,0.292893219
org.eclipse.jdt.internal.formatter.impl,0,2,0,3,1,0.75,0.25,0,0.923076923,1,1,0.5,0.249602122,0,0,org.eclipse.jdt.internal.formatter.impl,1
org.eclipse.jdt.internal.junit.launcher,0,7,0.4,32,1,0.96969697,0.36969697,0.933333333,1,0.428571429,0.997340426,0.095918367,0,0,0,org.eclipse.jdt.internal.junit.launcher,0.387627564
org.eclipse.jdt.internal.junit.runner,0,3,0.5,7,1,0.875,0.375,0,0.4,1,1,0,0.211111111,0,4,org.eclipse.jdt.internal.junit.runner,0.292893219
org.eclipse.jdt.internal.junit.ui,0,21,0.166666667,31,4,0.885714286,0.052380952,0,0.819047619,1,0.473684211,0.986702128,0.032955404,0.396226415,0,org.eclipse.jdt.internal.junit.ui,0.883073207
org.eclipse.jdt.internal.junit.util,0,9,0,26,2,0.928571429,0.071428571,0,0.62745098,1,0.888888889,0.97606383,0,0.888888889,0,org.eclipse.jdt.internal.junit.util,0.292893219
org.eclipse.jdt.internal.junit.wizards,0,9,0.125,37,1,0.973684211,0.098684211,0,0.870967742,1,0.555555556,0.994680851,0.091975309,0.333333333,0,org.eclipse.jdt.internal.junit.wizards,0.898984746
org.eclipse.jdt.internal.launching,14,23,0,19,2,0.904761905,0.095238095,0,0.717647059,1,0.652173913,0.962765957,0.030056711,0.545454545,0,org.eclipse.jdt.internal.launching,0.72501403
org.eclipse.jdt.internal.ui,3,22,0.157894737,28,46,0.378378378,0.463726885,0,0.596491228,1,0.842105263,0.757978723,0.031404959,0.666666667,0.25,org.eclipse.jdt.internal.ui,0.475268995
org.eclipse.jdt.internal.ui.actions,2,14,0.076923077,37,10,0.787234043,0.135842881,0,0.607142857,0.989547038,0.642857143,0.957446809,0.048979592,1,0,org.eclipse.jdt.internal.ui.actions,0.742130045
org.eclipse.jdt.internal.ui.browsing,4,12,0.090909091,32,1,0.96969697,0.060606061,0.954545455,1,0.666666667,0.997340426,0,0.666666667,0,0,org.eclipse.jdt.internal.ui.browsing,0.412055264
org.eclipse.jdt.internal.ui.compare,2,25,0.086956522,47,1,0.979166667,0.066123188,1,1,0.64,0.997340426,0,1,0,0,org.eclipse.jdt.internal.ui.compare,0.387627564
org.eclipse.jdt.internal.ui.dialogs,1,13,0.083333333,23,13,0.638888889,0.277777778,0,0.568181818,0.973214286,0.692307692,0.914893617,0.052662722,0.333333333,0,org.eclipse.jdt.internal.ui.dialogs,0.774089613
org.eclipse.jdt.internal.ui.dnd,1,8,0.333333333,14,4,0.777777778,0.111111111,0,0.75,0.87037037,0.5,0.962765957,0,0,0,org.eclipse.jdt.internal.ui.dnd,0.469669914
org.eclipse.jdt.internal.ui.filters,1,10,0.111111111,18,6,0.75,0.138888889,0,0.517241379,1,0.6,0.97606383,0.1,1,0,org.eclipse.jdt.internal.ui.filters,0.528595479
org.eclipse.jdt.internal.ui.jarpackager,1,18,0.125,38,1,0.974358974,0.099358974,0,0.864864865,1,0.588235294,0.994680851,0.038271605,1,0,org.eclipse.jdt.internal.ui.jarpackager,0.848477118
org.eclipse.jdt.internal.ui.javadocexport,2,13,0.083333333,43,0,0,0.916666667,0.988095238,1,0.769230769,1,0.052662722,0.333333333,0,0,org.eclipse.jdt.internal.ui.javadocexport,0.685730319
org.eclipse.jdt.internal.ui.javaeditor,7,43,0.194444444,56,25,0.691358025,0.114197531,0,0.883408072,0.997542998,0.459459459,0.880319149,0.016170903,1,0.007936508,org.eclipse.jdt.internal.ui.javaeditor,0.895021868
org.eclipse.jdt.internal.ui.javaeditor.structureselection,1,6,0.2,17,1,0.944444444,0.144444444,0,0.833333333,1,0.666666667,0.984042553,0,0.5,0,org.eclipse.jdt.internal.ui.javaeditor.structureselection,0.646446609
org.eclipse.jdt.internal.ui.packageview,3,13,0,40,5,0.888888889,0.111111111,0,0.847826087,0.923076923,0.076923077,0.97606383,0,1,0,org.eclipse.jdt.internal.ui.packageview,0.6
org.eclipse.jdt.internal.ui.preferences,9,23,0,45,20,0.692307692,0.307692308,0,0.609589041,1,0.217391304,0.859042553,0.030056711,0.461538462,0,org.eclipse.jdt.internal.ui.preferences,0.6
org.eclipse.jdt.internal.ui.refactoring,6,42,0.235294118,50,8,0.862068966,0.097363083,0,0.786764706,0.992763158,0.763157895,0.906914894,0.016553288,0.25,0,org.eclipse.jdt.internal.ui.refactoring,0.895627588
org.eclipse.jdt.internal.ui.refactoring.actions,1,11,0.1,36,2,0.947368421,0.047368421,0,0.65,1,0.545454545,0.984042553,0.061983471,1,0,org.eclipse.jdt.internal.ui.refactoring.actions,0.528595479
org.eclipse.jdt.internal.ui.refactoring.changes,0,2,0,6,4,0.6,0.4,1,1,1,0.986702128,0,1,0,0,org.eclipse.jdt.internal.ui.refactoring.changes,0.469669914
org.eclipse.jdt.internal.ui.refactoring.code,0,2,0,13,1,0.928571429,0.071428571,1,1,0,0.997340426,0.3,0.5,0,0,org.eclipse.jdt.internal.ui.refactoring.code,1
org.eclipse.jdt.internal.ui.refactoring.nls,3,7,0,31,1,0.96875,0.03125,0.952380952,1,0.428571429,0.997340426,0.095918367,0,0,0,org.eclipse.jdt.internal.ui.refactoring.nls,0.292893219
org.eclipse.jdt.internal.ui.refactoring.nls.search,0,8,0,34,0,0,1,0.944444444,1,0.625,1,0.084375,0,0,0,org.eclipse.jdt.internal.ui.refactoring.nls.search,1
org.eclipse.jdt.internal.ui.refactoring.sef,0,2,0,12,1,0.923076923,0.076923077,1,1,0,0.997340426,0,0,0,0,org.eclipse.jdt.internal.ui.refactoring.sef,1
org.eclipse.jdt.internal.ui.reorg,2,24,0.142857143,37,4,0.902439024,0.045296167,0,0.759259259,1,0.608695652,0.984042553,0.028819444,0.571428571,0,org.eclipse.jdt.internal.ui.reorg,0.693813782
org.eclipse.jdt.internal.ui.search,5,22,0.047619048,38,5,0.88372093,0.068660022,0,0.698412698,0.952380952,0.571428571,0.957446809,0.031404959,1,0,org.eclipse.jdt.internal.ui.search,0.843652808
org.eclipse.jdt.internal.ui.text,2,19,0.117647059,23,8,0.741935484,0.140417457,0,0.6,0.966507177,0.736842105,0.946808511,0.038543728,0.142857143,0,org.eclipse.jdt.internal.ui.text,0.562996313
org.eclipse.jdt.internal.ui.text.correction,9,23,0,31,1,0.96875,0.03125,0,0.945945946,1,0.826086957,0.994680851,0,0.666666667,0,org.eclipse.jdt.internal.ui.text.correction,0.750432901
org.eclipse.jdt.internal.ui.text.java,5,22,0.157894737,36,6,0.857142857,0.015037594,0,0.808988764,1,0.842105263,0.957446809,0.031404959,0.064516129,0.055555556,org.eclipse.jdt.internal.ui.text.java,0.587521044
org.eclipse.jdt.internal.ui.text.java.hover,0,5,0,21,1,0.954545455,0.045454545,1,1,1,0.994680851,0.132,0.8,0,,org.eclipse.jdt.internal.ui.text.java.hover,0.292893219
org.eclipse.jdt.internal.ui.text.javadoc,3,6,0,17,3,0.85,0.15,0,0.785714286,1,0.5,0.986702128,0.111111111,0.666666667,0,org.eclipse.jdt.internal.ui.text.javadoc,0.472953723
org.eclipse.jdt.internal.ui.text.link,0,4,0.333333333,18,2,0.9,0.233333333,0,0.793103448,1,1,0.989361702,0.1625,0.72,0,org.eclipse.jdt.internal.ui.text.link,1
org.eclipse.jdt.internal.ui.text.template,2,6,0,17,5,0.772727273,0.227272727,0,0.875,1,1,0.981382979,0.111111111,1,0,org.eclipse.jdt.internal.ui.text.template,0.575735931
org.eclipse.jdt.internal.ui.typehierarchy,8,23,0.15,36,2,0.947368421,0.097368421,0.934782609,1,0.363636364,0.994680851,0.029572306,0.553571429,0,0,org.eclipse.jdt.internal.ui.typehierarchy,0.322369073
org.eclipse.jdt.internal.ui.util,4,13,0,28,32,0.466666667,0.533333333,0,0.225,1,0.846153846,0.811170213,0.044786778,0.25,0,org.eclipse.jdt.internal.ui.util,0.335983457
org.eclipse.jdt.internal.ui.viewsupport,5,19,0.055555556,26,20,0.565217391,0.379227053,0,0.575757576,0.972222222,0.555555556,0.82712766,0.036288089,0.5,0,org.eclipse.jdt.internal.ui.viewsupport,0.581548042
org.eclipse.jdt.internal.ui.wizards,1,22,0.157894737,35,4,0.897435897,0.055330634,0,0.897435897,1,0.666666667,0.989361702,0.031404959,1,0.25,org.eclipse.jdt.internal.ui.wizards,0.779205978
org.eclipse.jdt.internal.ui.wizards.buildpaths,3,24,0.043478261,35,5,0.875,0.081521739,0,0.747572816,1,0.541666667,0.97606383,0.028819444,0,0,org.eclipse.jdt.internal.ui.wizards.buildpaths,0.863013022
org.eclipse.jdt.internal.ui.wizards.dialogfields,0,14,0.272727273,10,6,0.625,0.102272727,0,0.311926606,0.99197861,0.997340426,0.901595745,0.048979592,0,0,org.eclipse.jdt.internal.ui.wizards.dialogfields,0.494923728
org.eclipse.jdt.internal.ui.workingsets,4,8,0,25,2,0.925925926,0.074074074,0,0.791666667,1,0.125,0.994680851,0.103125,0.333333333,0,org.eclipse.jdt.internal.ui.workingsets,0.307179677
org.eclipse.jdt.launching,10,21,1.625,15,14,0.517241379,1.142241379,0.189473684,0.275362319,0.944444444,0.984042553,0.912234043,0.032879819,0,0.045833333,org.eclipse.jdt.launching,0.959623795
org.eclipse.jdt.launching.sourcelookup,2,7,0.166666667,15,4,0.789473684,0.043859649,0,0.733333333,1,0.166666667,0.984042553,0.095918367,0.4,0,org.eclipse.jdt.launching.sourcelookup,0.5
org.eclipse.jdt.ui,4,16,0.777777778,29,40,0.420289855,0.198067633,0.2,0.594594595,0.955555556,0.666666667,0.79787234,0.034585682,0.791666667,0.0125,org.eclipse.jdt.ui,0.579022302
org.eclipse.jdt.ui.actions,8,63,0.05,54,10,0.84375,0.10625,0,0.802469136,0.997815231,0.935483871,0.856382979,0.011060721,0.714285714,0,org.eclipse.jdt.ui.actions,0.465565874
org.eclipse.jdt.ui.jarpackager,0,6,2,12,0,0,1,0.901408451,1,1,1,0.111111111,0.6,0,0,org.eclipse.jdt.ui.jarpackager,0.734834957
org.eclipse.jdt.ui.text,0,5,1.5,21,13,0.617647059,1.117647059,0,0.8,0.666666667,0.5,0.95212766,0.132,0.083333333,0.0625,org.eclipse.jdt.ui.text,0.895451882
org.eclipse.jdt.ui.text.java.hover,0,1,0,2,1,0.666666667,0.333333333,0,0,1,1,0,0,0,0,org.eclipse.jdt.ui.text.java.hover,1
org.eclipse.jdt.ui.wizards,4,9,0.8,29,4,0.878787879,0.678787879,0,0.813559322,0.96091954,0.875,0.992021277,0.068473168,0.321428571,0,org.eclipse.jdt.ui.wizards,0.507712545
org.eclipse.jface.action,1,26,1.363636364,12,74,0.139534884,0.503171247,0.20952381,0.363036304,0.964338235,0.882978723,0.481382979,0.026627219,0.166666667,0.005853175,org.eclipse.jface.action,0.718202828
org.eclipse.jface.dialogs,1,15,0.875,16,86,0.156862745,0.031862745,0.151898734,0.162162162,0.914130435,0.8,0.42287234,0.053519713,0.083333333,0.035714286,org.eclipse.jface.dialogs,0.9033239
org.eclipse.jface.operation,0,4,1,6,58,0.09375,0.09375,0.2,0.642857143,1,0.5,0.97606383,0.1625,0.375,0,org.eclipse.jface.operation,0.32394883
org.eclipse.jface.preference,3,24,0.6,12,48,0.2,0.2,0.11627907,0.401960784,0.961077844,0.9,0.765957447,0.027267955,0.347826087,0.014756944,org.eclipse.jface.preference,0.748468772
org.eclipse.jface.resource,2,11,0.222222222,10,82,0.108695652,0.669082126,0,0.306818182,0.923333333,0.970744681,0.590425532,0.061983471,0.2,0.125,org.eclipse.jface.resource,0.660906675
org.eclipse.jface.text,0,74,1.242424242,13,57,0.185714286,0.428138528,0.188172043,0.663043478,0.988131868,0.945945946,0.555851064,0.009422936,0.333333333,0.000604588,org.eclipse.jface.text,0.706231285
org.eclipse.jface.text.contentassist,0,19,0.9,9,10,0.473684211,0.373684211,0.260869565,0.701754386,1,0.9,0.984042553,0.044182825,0.666666667,0.009661836,org.eclipse.jface.text.contentassist,0.728035853
org.eclipse.jface.text.formatter,0,3,2,4,3,0.571428571,1.571428571,0,0.4,1,1,0.997340426,0,0,0.0625,org.eclipse.jface.text.formatter,0.736476862
org.eclipse.jface.text.information,0,3,2,6,3,0.666666667,1.666666667,0.25,0.8,1,0,0.997340426,0.211111111,0.9,0.25,org.eclipse.jface.text.information,0.736476862
org.eclipse.jface.text.presentation,0,4,3,4,6,0.4,2.4,0,0.666666667,1,1,0.992021277,0.17,0.846153846,0.055555556,org.eclipse.jface.text.presentation,1
org.eclipse.jface.text.reconciler,0,8,1,5,3,0.625,0.625,0.333333333,0.722222222,0.933333333,0.997340426,0.992021277,0.084375,1,0.03125,org.eclipse.jface.text.reconciler,0.646446609
org.eclipse.jface.text.rules,1,24,0.5,6,8,0.428571429,0.071428571,0.222222222,0.854545455,0.976190476,0.978723404,0.901595745,0.028819444,0.5,0.006944444,org.eclipse.jface.text.rules,0.889602989
org.eclipse.jface.text.source,0,22,0.833333333,15,27,0.357142857,0.19047619,0.096774194,0.827956989,0.947552448,0.846153846,0.904255319,0.031404959,0.8,0.005782313,org.eclipse.jface.text.source,0.853598256
org.eclipse.jface.util,0,7,0.75,8,93,0.079207921,0.170792079,0,0.24137931,1,1,0.625,0.095918367,0.333333333,0.25,org.eclipse.jface.util,0.496740736
org.eclipse.jface.viewers,0,56,1.545454545,11,88,0.111111111,0.656565657,0.06875,0.355987055,0.984872825,0.811170213,0.57712766,0.008822166,0.2,0.000810492,org.eclipse.jface.viewers,0.610452597
org.eclipse.jface.window,0,3,0.5,14,51,0.215384615,0.284615385,0,0.476190476,0.695156695,0.992021277,0.859042553,0.244444444,0,0,org.eclipse.jface.window,0.343796058
org.eclipse.jface.wizard,2,9,3.5,13,36,0.265306122,2.765306122,0.357142857,0.256637168,0.802690583,0.4,0.824468085,0.075308642,0.5,0.008636364,org.eclipse.jface.wizard,0.773266282
org.eclipse.pde.core,0,9,8,4,25,0.137931034,7.137931034,0.413793103,0.083333333,1,0.997340426,0.981382979,0.075308642,1,0.060185185,org.eclipse.pde.core,0.528595479
org.eclipse.pde.core.build,0,4,0,3,8,0.272727273,0.727272727,0.166666667,0,0,1,1,0,0,0.9375,org.eclipse.pde.core.build,0.617235728
org.eclipse.pde.core.plugin,0,17,0,4,19,0.173913043,0.826086957,0.164179104,0,0,1,1,0.034555267,0,0.030438312,org.eclipse.pde.core.plugin,0.757563389
org.eclipse.pde.internal,0,4,0.333333333,7,5,0.583333333,0.083333333,0,0.684210526,1,0.5,0.986702128,0,1,0,org.eclipse.pde.internal,0.647233159
org.eclipse.pde.internal.build,0,15,0.666666667,13,2,0.866666667,0.533333333,0,0.462962963,1,1,0.97606383,0,0.2,0,org.eclipse.pde.internal.build,0.823223305
org.eclipse.pde.internal.build.ant,0,6,0.2,3,1,0.75,0.05,0,0.256410256,1,1,0.992021277,0.111111111,0.1,0,org.eclipse.pde.internal.build.ant,0.646446609
org.eclipse.pde.internal.build.tasks,0,3,0,8,0,0,1,1,1,0,1,0.211111111,0,0,0,org.eclipse.pde.internal.build.tasks,1
org.eclipse.pde.internal.builders,0,9,0.125,15,1,0.9375,0.0625,0,0.681818182,1,0.625,0.994680851,0.075308642,0.6,0,org.eclipse.pde.internal.builders,0.595938982
org.eclipse.pde.internal.core,3,26,0.444444444,19,20,0.487179487,0.068376068,0.02,0.418918919,0.959893048,0.7,0.792553191,0.03239645,0.5,0.03125,org.eclipse.pde.internal.core,0.646446609
org.eclipse.pde.internal.core.build,0,7,0.166666667,8,7,0.533333333,0.3,0.142857143,0.755555556,1,0.857142857,0.973404255,0.095918367,0.5,0,org.eclipse.pde.internal.core.build,0.613507546
org.eclipse.pde.internal.core.feature,0,16,0.142857143,12,5,0.705882353,0.151260504,0,0.855345912,1,0.875,0.949468085,0.04296875,0.5,0,org.eclipse.pde.internal.core.feature,0.755051026
org.eclipse.pde.internal.core.ifeature,0,14,0,5,6,0.454545455,0.545454545,0.475609756,0,0,1,1,0.057086017,0,0.078846154,org.eclipse.pde.internal.core.ifeature,0.637948173
org.eclipse.pde.internal.core.ischema,0,17,0,4,8,0.333333333,0.666666667,0.613636364,0,0,1,1,0,0,0.034375,org.eclipse.pde.internal.core.ischema,0.646446609
org.eclipse.pde.internal.core.plugin,0,24,0.411764706,14,9,0.608695652,0.020460358,0,0.707865169,1,0.833333333,0.888297872,0.028819444,0,0,org.eclipse.pde.internal.core.plugin,0.764822106
org.eclipse.pde.internal.core.schema,2,19,0.266666667,12,6,0.666666667,0.066666667,0,0.672839506,1,0.842105263,0.92287234,0.036288089,0.666666667,0,org.eclipse.pde.internal.core.schema,0.917979085
org.eclipse.pde.internal.runtime,0,3,0,11,2,0.846153846,0.153846154,0,0.818181818,1,0.333333333,0.986702128,0.259747274,0,0,org.eclipse.pde.internal.runtime,0.292893219
org.eclipse.pde.internal.runtime.logview,0,9,0,19,0,0,1,0.972222222,1,0.444444444,1,0.075308642,0.666666667,0,0,org.eclipse.pde.internal.runtime.logview,0.797969491
org.eclipse.pde.internal.runtime.registry,0,18,0.2,14,1,0.933333333,0.133333333,0.95,1,0.764705882,0.994680851,0,0.666666667,0,,org.eclipse.pde.internal.runtime.registry,0.575735931
org.eclipse.pde.internal.ui,0,7,0.166666667,34,18,0.653846154,0.179487179,0,0.226415094,1,0.5,0.890957447,0,0.4,0,org.eclipse.pde.internal.ui,0.543564535
org.eclipse.pde.internal.ui.codegen,0,3,0.5,9,4,0.692307692,0.192307692,0,0.666666667,0.888888889,0.997340426,0.986702128,0,1,0,org.eclipse.pde.internal.ui.codegen,0.387627564
org.eclipse.pde.internal.ui.editor,0,31,0.9375,33,6,0.846153846,0.783653846,0.088235294,0.753191489,0.966331026,0.571428571,0.872340426,0.022372529,1,0.003703704,org.eclipse.pde.internal.ui.editor,0.80952381
org.eclipse.pde.internal.ui.editor.build,0,10,0,25,0,0,1,1,1,0,1,0.068,0.166666667,0,0,org.eclipse.pde.internal.ui.editor.build,0.595938982
org.eclipse.pde.internal.ui.editor.feature,0,43,0.048780488,47,1,0.979166667,0.027947154,0.95480226,1,0.162790698,0.997340426,0.017915089,0.615384615,0,0,org.eclipse.pde.internal.ui.editor.feature,0.406154009
org.eclipse.pde.internal.ui.editor.manifest,0,56,0.018181818,53,4,0.929824561,0.05199362,0.93597561,1,0.214285714,0.986702128,0.012436224,0.818181818,0,0,org.eclipse.pde.internal.ui.editor.manifest,0.513290606
org.eclipse.pde.internal.ui.editor.schema,0,34,0.096774194,34,1,0.971428571,0.068202765,0.947761194,1,0.3125,0.997340426,0.021395617,0.428571429,0,0,org.eclipse.pde.internal.ui.editor.schema,0.379006224
org.eclipse.pde.internal.ui.editor.text,0,11,0.375,13,6,0.684210526,0.059210526,0,0.7,1,0.444444444,0.968085106,0,0.2,0,org.eclipse.pde.internal.ui.editor.text,0.811438192
org.eclipse.pde.internal.ui.elements,0,9,0.5,4,9,0.307692308,0.192307692,0,0.724137931,0.971428571,0.875,0.25,0,0.571428571,0,org.eclipse.pde.internal.ui.elements,0.818672069
org.eclipse.pde.internal.ui.feature,0,7,0,36,1,0.972972973,0.027027027,0,0.875,1,0.428571429,0.997340426,0.095918367,0.4,0,org.eclipse.pde.internal.ui.feature,0.387627564
org.eclipse.pde.internal.ui.launcher,0,11,0.222222222,33,1,0.970588235,0.192810458,0.981481481,1,0.7,0.997340426,0,1,0,0,org.eclipse.pde.internal.ui.launcher,0.292893219
org.eclipse.pde.internal.ui.parts,0,10,0.428571429,12,11,0.52173913,0.049689441,0.066666667,0.166666667,1,0.9,0.89893617,0.062840849,0,0,org.eclipse.pde.internal.ui.parts,0.397327031
org.eclipse.pde.internal.ui.preferences,0,9,0,26,5,0.838709677,0.161290323,0,0.805555556,1,0.111111111,0.984042553,0.075308642,0.230769231,0,org.eclipse.pde.internal.ui.preferences,0.434314575
org.eclipse.pde.internal.ui.util,0,13,0.181818182,17,14,0.548387097,0.269794721,0,0.576923077,1,0.692307692,0.917553191,0,0,0,org.eclipse.pde.internal.ui.util,0.322369073
org.eclipse.pde.internal.ui.view,0,9,0,34,1,0.971428571,0.028571429,1,1,0.333333333,0.997340426,0.075308642,1,0,0,org.eclipse.pde.internal.ui.view,0.333333333
org.eclipse.pde.internal.ui.wizards,0,12,0.714285714,23,10,0.696969697,0.411255411,0,0.607843137,0.96969697,0.5,0.95212766,0.056944444,0.571428571,0,org.eclipse.pde.internal.ui.wizards,0.765479212
org.eclipse.pde.internal.ui.wizards.extension,0,11,0.1,29,0,0,0.9,1,1,0.272727273,1,0.067097107,0.583333333,0,0,org.eclipse.pde.internal.ui.wizards.extension,0.410744349
org.eclipse.pde.internal.ui.wizards.imports,0,10,0,36,1,0.972972973,0.027027027,0.942857143,1,0.3,0.997340426,0.068,0.866666667,0,0,org.eclipse.pde.internal.ui.wizards.imports,0.434314575
org.eclipse.pde.internal.ui.wizards.project,0,10,0,36,2,0.947368421,0.052631579,0,0.914285714,1,0.2,0.994680851,0.0695,0.357142857,0,org.eclipse.pde.internal.ui.wizards.project,0.528595479
org.eclipse.pde.internal.ui.wizards.templates,0,29,0.035714286,32,2,0.941176471,0.023109244,0,0.933333333,1,0.482758621,0.986702128,0.024331153,0.5,0,org.eclipse.pde.internal.ui.wizards.templates,0.463135827
org.eclipse.pde.ui,0,6,5,11,6,0.647058824,4.647058824,0,0,1,1,0.989361702,0,0,0.15,org.eclipse.pde.ui,0.59175171
org.eclipse.pde.ui.templates,0,14,2.5,27,2,0.931034483,2.431034483,0.033333333,0.556962025,0.924651925,0.818181818,0.984042553,0.048979592,0,0.017361111,org.eclipse.pde.ui.templates,0.871435131
org.eclipse.search.internal.core,0,2,1,5,2,0.714285714,0.714285714,0.25,0.2,0.5,0.997340426,0.994680851,0.3,0.5,0,org.eclipse.search.internal.core,0.292893219
org.eclipse.search.internal.core.text,0,6,0.2,14,1,0.933333333,0.133333333,0.333333333,0.5,1,0.8,0.994680851,0.111111111,0.2,0,org.eclipse.search.internal.core.text,0.76429774
org.eclipse.search.internal.ui,4,32,0.032258065,31,4,0.885714286,0.08202765,0,0.790322581,1,0.35483871,0.957446809,0.021679688,1,0,org.eclipse.search.internal.ui,0.92143258
org.eclipse.search.internal.ui.text,2,9,0,32,0,0,1,1,1,0.222222222,1,0.075308642,0.571428571,0,0,org.eclipse.search.internal.ui.text,0.823223305
org.eclipse.search.internal.ui.util,0,11,0.1,27,3,0.9,0,0,0.510204082,0.909090909,0.454545455,0.965425532,0.065879575,0.3,0,org.eclipse.search.internal.ui.util,0.292893219
org.eclipse.search.ui,0,10,9,11,10,0.523809524,8.523809524,0.321428571,0.034482759,1,1,0.973404255,0.082776304,0,0.3,org.eclipse.search.ui,0.474405099
org.eclipse.swt,3,3,0,3,121,0.024193548,0.975806452,0,0.444444444,0.666666667,0.997340426,0,0.227247274,0,0,org.eclipse.swt,0.562408162
org.eclipse.swt.accessibility,0,9,0.8,7,5,0.583333333,0.383333333,0,0.583333333,1,0.714285714,0.986702128,0.075308642,0.365853659,0,org.eclipse.swt.accessibility,0.765479212
org.eclipse.swt.custom,29,46,0.243243243,11,67,0.141025641,0.615731116,0.054054054,0.480874317,0.999206349,0.421052632,0.579787234,0.015122873,0.576923077,0.003192848,org.eclipse.swt.custom,0.758869853
org.eclipse.swt.dnd,4,77,0.241935484,11,31,0.261904762,0.496159754,0.04,0.825870647,0.976190476,0.786666667,0.64893617,0.009057177,0.090909091,0.044117647,org.eclipse.swt.dnd,0.860430273
org.eclipse.swt.events,0,42,1.470588235,4,63,0.059701493,0.530289728,0.032258065,0.425925926,0.999803536,0.96,0.2,0,0,0,org.eclipse.swt.events,0.524768047
org.eclipse.swt.graphics,10,77,0.115942029,12,107,0.100840336,0.783217635,0,0.771331058,1,0.986666667,0.087765957,0.009057177,0.214285714,0,org.eclipse.swt.graphics,0.908226709
org.eclipse.swt.internal,2,21,0.4,8,18,0.307692308,0.292307692,0,0.5,1,0.992021277,0.266666667,0.032879819,0.166666667,0,org.eclipse.swt.internal,0.333333333
org.eclipse.swt.internal.awt.win32,1,1,0,6,0,0,1,1,1,1,1,0,0,0,0,org.eclipse.swt.internal.awt.win32,1
org.eclipse.swt.internal.carbon,2,7,0,6,2,0.75,0.25,0,0.195852535,1,1,0.857142857,0.115468374,0.008042895,0,org.eclipse.swt.internal.carbon,1
org.eclipse.swt.internal.gtk,10,64,0,2,4,0.333333333,0.666666667,0,0.527777778,1,1,0.867021277,0.015625,0.006,0,org.eclipse.swt.internal.gtk,0.442147452
org.eclipse.swt.internal.image,0,35,0.09375,5,1,0.833333333,0.072916667,0,0.946808511,1,1,0.514285714,0,0.214285714,0,org.eclipse.swt.internal.image,0.29436636
org.eclipse.swt.internal.motif,3,32,0.103448276,3,6,0.333333333,0.563218391,0,0.062222222,1,1,0.890957447,0.027653704,0,0,org.eclipse.swt.internal.motif,0.350641342
org.eclipse.swt.internal.ole.win32,1,50,0,4,2,0.666666667,0.333333333,0,0.637931034,1,0.98,0.58,0.02,0,0,org.eclipse.swt.internal.ole.win32,0.911611652
org.eclipse.swt.internal.photon,2,29,0,1,4,0.2,0.8,0,0.128378378,0,1,0.909574468,0.034482759,0,0,org.eclipse.swt.internal.photon,0.693813782
org.eclipse.swt.internal.win32,3,66,0,3,8,0.272727273,0.727272727,0,0.289517471,1,0.997340426,0.760638298,0.014863976,0,0,org.eclipse.swt.internal.win32,0.489311769
org.eclipse.swt.layout,0,8,0,5,75,0.0625,0.9375,1,1,0.5,0.579787234,0.084375,0.4,0,0,org.eclipse.swt.layout,0.4717692
org.eclipse.swt.ole.win32,3,15,0.071428571,8,4,0.666666667,0.261904762,0,0.5,1,0.785714286,0.946808511,0.043111111,0,0,org.eclipse.swt.ole.win32,0.76429774
