PackageName,post,N,A,Ce,Ca,I,D,PkgMod,Package,MII,NC,APIUP,Package ,SLOC ,IC,AC,BCF,PPI,SAVI,CUM,CUL
org.eclipse.jdt.internal.core.search,0,12,0.333333333,14,6,0.7,0.033333333,0.734834957,org.eclipse.jdt.internal.core.search,0,0.2,0,org.eclipse.jdt.internal.core.search,1204,1,0.976580796,1,0.2,0.056944444,0.681034483,0.5642252
org.eclipse.jdt.internal.core.search.indexing,1,18,0.285714286,20,5,0.8,0.085714286,0.889602989,org.eclipse.jdt.internal.core.search.indexing,0,0.928571429,0,org.eclipse.jdt.internal.core.search.indexing,2456,0.941176471,0.981264637,1,0.821428571,0.041049383,0.470228037,0.463157059
org.eclipse.jdt.internal.core.search.matching,4,36,0.125,27,2,0.931034483,0.056034483,0.913623074,org.eclipse.jdt.internal.core.search.matching,0,0.833333333,0,org.eclipse.jdt.internal.core.search.matching,9511,0.944444444,0.978922717,1,0.526315789,0.019290123,0.545427282,0.474638417
org.eclipse.jdt.internal.core.search.processing,3,2,0,5,5,0.5,0.5,0.35192593,org.eclipse.jdt.internal.core.search.processing,0.25,0.206896552,0,org.eclipse.jdt.internal.core.search.processing,327,0.99765808,0.988290398,0,0.294117647,0.254854621,1,1
org.eclipse.jdt.internal.core.util,0,33,0.178571429,10,6,0.625,0.196428571,0.629377401,org.eclipse.jdt.internal.core.util,0,0.004761905,0,org.eclipse.jdt.internal.core.util,9121,0.992974239,0.533333333,0.982051282,0.333333333,0.021028466,0.312425592,0.32307637
org.eclipse.jdt.internal.corext,0,4,0,8,32,0.2,0.8,0.889514565,org.eclipse.jdt.internal.corext,0,0,0,org.eclipse.jdt.internal.corext,125,0.75,0.25,1,0,0,0.539240208,0.610337341
org.eclipse.jdt.internal.corext.codemanipulation,9,27,0.173913043,20,19,0.512820513,0.313266444,0.752862212,org.eclipse.jdt.internal.corext.codemanipulation,0,1,0,org.eclipse.jdt.internal.corext.codemanipulation,3666,0.791666667,0.861826698,1,0.666666667,0.025651578,0.490236519,0.422072142
org.eclipse.jdt.internal.corext.dom,4,23,0.045454545,10,15,0.4,0.554545455,0.622179683,org.eclipse.jdt.internal.corext.dom,0,0.764705882,0,org.eclipse.jdt.internal.corext.dom,4929,0.608695652,0.850117096,0.977908343,0.375,0.030056711,0.432557102,0.399295163
org.eclipse.jdt.internal.corext.dom.fragments,0,9,0.5,6,1,0.857142857,0.357142857,0.797969491,org.eclipse.jdt.internal.corext.dom.fragments,0,,1,org.eclipse.jdt.internal.corext.dom.fragments,489,0.857142857,0.99765808,1,0.5,0,0.42655647,0.423829528
org.eclipse.jdt.internal.corext.javadoc,0,5,0.25,16,6,0.727272727,0.022727273,0.688195218,org.eclipse.jdt.internal.corext.javadoc,0,0.4,0,org.eclipse.jdt.internal.corext.javadoc,609,0.8,0.981264637,0.85,0.5,0,0.514878027,0.46383459
org.eclipse.jdt.internal.corext.refactoring,3,12,0.090909091,15,16,0.483870968,0.425219941,0.72749567,org.eclipse.jdt.internal.corext.refactoring,0,1,0,org.eclipse.jdt.internal.corext.refactoring,1341,0.75,0.887587822,0.933333333,0.882352941,0.056944444,0.524594515,0.49305675
org.eclipse.jdt.internal.corext.refactoring.base,1,19,1.111111111,12,18,0.4,0.511111111,0.737761006,org.eclipse.jdt.internal.corext.refactoring.base,0.142857143,1,0.055555556,org.eclipse.jdt.internal.corext.refactoring.base,808,0.976580796,0.824355972,0.924384027,1,0,0.480930068,0.521048511
org.eclipse.jdt.internal.corext.refactoring.changes,2,32,0.333333333,11,11,0.5,0.166666667,0.328102477,org.eclipse.jdt.internal.corext.refactoring.changes,0,,0,org.eclipse.jdt.internal.corext.refactoring.changes,1936,0.5625,0.889929742,1,1,0,0.596900133,0.531182031
org.eclipse.jdt.internal.corext.refactoring.code,8,24,0.043478261,21,4,0.84,0.116521739,0.623489203,org.eclipse.jdt.internal.corext.refactoring.code,0,0.333333333,0,org.eclipse.jdt.internal.corext.refactoring.code,7072,0.458333333,0.960187354,1,0.142857143,0.028819444,0.499367233,0.551047447
org.eclipse.jdt.internal.corext.refactoring.code.flow,1,20,0.111111111,6,1,0.857142857,0.031746032,0.925567707,org.eclipse.jdt.internal.corext.refactoring.code.flow,0,1,0,org.eclipse.jdt.internal.corext.refactoring.code.flow,1708,0.95,0.990632319,1,0,0,0.321652051,0.34632657
org.eclipse.jdt.internal.corext.refactoring.nls,1,8,0,19,3,0.863636364,0.136363636,0.622876383,org.eclipse.jdt.internal.corext.refactoring.nls,0,0,0,org.eclipse.jdt.internal.corext.refactoring.nls,1249,0.875,0.985948478,1,0.444444444,0,0.385787763,0.398738856
org.eclipse.jdt.internal.corext.refactoring.nls.changes,0,4,0,11,4,0.733333333,0.266666667,0.524926906,org.eclipse.jdt.internal.corext.refactoring.nls.changes,0,0.2,0,org.eclipse.jdt.internal.corext.refactoring.nls.changes,238,0.5,0.990632319,0.75,0,0.2,0.571973915,0.615439887
org.eclipse.jdt.internal.corext.refactoring.rename,2,24,0.043478261,18,6,0.75,0.206521739,0.823223305,org.eclipse.jdt.internal.corext.refactoring.rename,0,1,0,org.eclipse.jdt.internal.corext.refactoring.rename,4033,0.541666667,0.950819672,1,0,0.028819444,0.47489262,0.520616985
org.eclipse.jdt.internal.corext.refactoring.reorg,2,13,0.444444444,19,6,0.76,0.204444444,0.626159199,org.eclipse.jdt.internal.corext.refactoring.reorg,0.083333333,0.125,0.025,org.eclipse.jdt.internal.corext.refactoring.reorg,2484,0.6,0.957845433,1,0.5,0,0.53160629,0.561908289
org.eclipse.jdt.internal.corext.refactoring.sef,0,6,0,17,1,0.944444444,0.055555556,0.532292827,org.eclipse.jdt.internal.corext.refactoring.sef,,0.9375,0,org.eclipse.jdt.internal.corext.refactoring.sef,624,0,0.99765808,1,0.533333333,0.117361111,0.437262884,0.440068209
org.eclipse.jdt.internal.corext.refactoring.structure,7,25,0.041666667,25,4,0.862068966,0.096264368,0.848477118,org.eclipse.jdt.internal.corext.refactoring.structure,0.027027027,,0,org.eclipse.jdt.internal.corext.refactoring.structure,9732,0.666666667,0.955503513,1,0.5,0,0.441508407,0.45025509
org.eclipse.jdt.internal.corext.refactoring.surround,0,5,0.25,16,2,0.888888889,0.138888889,0.646446609,org.eclipse.jdt.internal.corext.refactoring.surround,0,0.25,0,org.eclipse.jdt.internal.corext.refactoring.surround,459,0,0.992974239,1,0.5,0.132,0.723453073,0.645937175
org.eclipse.jdt.internal.corext.refactoring.tagging,0,4,0,3,5,0.375,0.625,0.35192593,org.eclipse.jdt.internal.corext.refactoring.tagging,0.222222222,,0.375,org.eclipse.jdt.internal.corext.refactoring.tagging,36,1,1,0,0,0,0,0
org.eclipse.jdt.internal.corext.refactoring.util,1,10,0.111111111,16,13,0.551724138,0.337164751,0.301311457,org.eclipse.jdt.internal.corext.refactoring.util,0,0.2,0,org.eclipse.jdt.internal.corext.refactoring.util,838,0.8,0.920374707,0.91,0.142857143,0.068,0.611976524,0.603468567
org.eclipse.jdt.internal.corext.template,0,15,0.5,14,10,0.583333333,0.083333333,0.823223305,org.eclipse.jdt.internal.corext.template,0.076923077,0.166666667,0.25,org.eclipse.jdt.internal.corext.template,890,0.992974239,0.887587822,0.973214286,0,0.045777778,0.649663352,0.535109469
org.eclipse.jdt.internal.corext.template.java,1,12,0.2,22,6,0.785714286,0.014285714,0.878521836,org.eclipse.jdt.internal.corext.template.java,0,0.4,0,org.eclipse.jdt.internal.corext.template.java,1405,0.583333333,0.969555035,1,0.333333333,0.069444444,0.490108473,0.586302009
org.eclipse.jdt.internal.corext.textmanipulation,0,20,0.25,15,17,0.46875,0.28125,1,org.eclipse.jdt.internal.corext.textmanipulation,0,1,0.083333333,org.eclipse.jdt.internal.corext.textmanipulation,1787,0.981264637,0.782201405,0.982777778,0.166666667,0.0415,0.500515464,0.517459931
org.eclipse.jdt.internal.corext.util,3,15,0.071428571,14,39,0.264150943,0.664420485,0.458361023,org.eclipse.jdt.internal.corext.util,0,0,0.25,org.eclipse.jdt.internal.corext.util,1799,0.99765808,0.772833724,0.994871795,0.428571429,0,0.53939811,0.52287351
org.eclipse.jdt.internal.debug.core,2,4,0.333333333,11,9,0.55,0.116666667,0.838029114,org.eclipse.jdt.internal.debug.core,0.083333333,0.25,0,org.eclipse.jdt.internal.debug.core,685,0.666666667,0.974238876,1,0.111111111,0.1625,0.658215734,0.791991595
org.eclipse.jdt.internal.debug.core.breakpoints,4,9,0.125,13,2,0.866666667,0.008333333,0.646446609,org.eclipse.jdt.internal.debug.core.breakpoints,0,1,0,org.eclipse.jdt.internal.debug.core.breakpoints,2275,0.888888889,0.978922717,1,0,0.091975309,0.543081658,0.579168458
org.eclipse.jdt.internal.debug.core.hcr,2,6,0.2,16,1,0.941176471,0.141176471,0.333333333,org.eclipse.jdt.internal.debug.core.hcr,0,1,0,org.eclipse.jdt.internal.debug.core.hcr,1584,0.833333333,0.99765808,1,0,0.136111111,0.518564336,0.516718825
org.eclipse.jdt.internal.debug.core.model,10,27,0.173913043,14,8,0.636363636,0.18972332,0.911611652,org.eclipse.jdt.internal.debug.core.model,0,1,0,org.eclipse.jdt.internal.debug.core.model,5027,0.961538462,0.93676815,1,0,0.025651578,0.416065212,0.381897911
org.eclipse.jdt.internal.debug.eval,0,3,0,12,1,0.923076923,0.076923077,0.387627564,org.eclipse.jdt.internal.debug.eval,0,0.611111111,0,org.eclipse.jdt.internal.debug.eval,864,1,0.99765808,1,0.306451613,0.211111111,0.494534528,0.451371979
org.eclipse.jdt.internal.debug.eval.ast.engine,0,11,0.1,12,2,0.857142857,0.042857143,0.734834957,org.eclipse.jdt.internal.debug.eval.ast.engine,0,0.157894737,1.25,org.eclipse.jdt.internal.debug.eval.ast.engine,3989,0.8,0.995316159,1,0.021052632,0.061983471,0.436442222,0.412841621
org.eclipse.jdt.internal.debug.eval.ast.instructions,1,76,0.101449275,13,1,0.928571429,0.030020704,0.923556024,org.eclipse.jdt.internal.debug.eval.ast.instructions,0,0.5,0.083333333,org.eclipse.jdt.internal.debug.eval.ast.instructions,2768,1,0.838407494,1,0.857142857,0,0.419288025,0.398858105
org.eclipse.jdt.internal.debug.ui,8,48,0.090909091,52,8,0.866666667,0.042424242,0.788994929,org.eclipse.jdt.internal.debug.ui,0,0.5,0,org.eclipse.jdt.internal.debug.ui,6441,0.622222222,0.911007026,1,1,0,0.41977592,0.386022804
org.eclipse.jdt.internal.debug.ui.actions,4,87,0.175675676,45,3,0.9375,0.113175676,0.579316219,org.eclipse.jdt.internal.debug.ui.actions,0,,0,org.eclipse.jdt.internal.debug.ui.actions,7471,0.827586207,0.941451991,1,1,0,0.417684232,0.40524758
org.eclipse.jdt.internal.debug.ui.console,0,7,0,14,0,0,1,0.717157288,org.eclipse.jdt.internal.debug.ui.console,,0.4,0,org.eclipse.jdt.internal.debug.ui.console,540,1,1,1,0.111111111,0.095918367,0.558922017,0.461996464
org.eclipse.jdt.internal.debug.ui.display,2,11,0.1,32,3,0.914285714,0.014285714,0.671808363,org.eclipse.jdt.internal.debug.ui.display,0,0.428571429,0.25,org.eclipse.jdt.internal.debug.ui.display,1070,0.5,0.988290398,0.966666667,1,0.061983471,0.428564975,0.426393367
org.eclipse.jdt.internal.debug.ui.launcher,5,42,0.105263158,45,4,0.918367347,0.023630505,0.717157288,org.eclipse.jdt.internal.debug.ui.launcher,0,0.166666667,0,org.eclipse.jdt.internal.debug.ui.launcher,4329,0.525,0.950819672,1,0,0.016553288,0.49979932,0.466301424
org.eclipse.jdt.internal.debug.ui.monitors,1,16,0.142857143,15,0,0,0.857142857,0.696954237,org.eclipse.jdt.internal.debug.ui.monitors,,1.333333333,0,org.eclipse.jdt.internal.debug.ui.monitors,1218,0.8125,1,1,0.8,0.04296875,0.466720691,0.475979298
org.eclipse.jdt.internal.debug.ui.snippeteditor,4,17,0.133333333,50,2,0.961538462,0.094871795,0.891214341,org.eclipse.jdt.internal.debug.ui.snippeteditor,0,1,0,org.eclipse.jdt.internal.debug.ui.snippeteditor,2319,0.4375,0.988290398,1,0,0,0.384171429,0.37703132
org.eclipse.jdt.internal.eval,0,28,0.12,17,2,0.894736842,0.014736842,0.673106423,org.eclipse.jdt.internal.eval,0,0,0,org.eclipse.jdt.internal.eval,6401,0.423076923,0.990632319,1,0,0.02372449,0.522472308,0.446447667
org.eclipse.jdt.internal.formatter,0,1,0,8,1,0.888888889,0.111111111,0.292893219,org.eclipse.jdt.internal.formatter,,0.538461538,0,org.eclipse.jdt.internal.formatter,1914,1,0.99765808,1,0.042553191,0.512,1,1
org.eclipse.jdt.internal.formatter.impl,0,2,0,4,1,0.8,0.2,1,org.eclipse.jdt.internal.formatter.impl,0,0.333333333,0,org.eclipse.jdt.internal.formatter.impl,337,1,0,1,0,0.249649533,0.538461538,0.948571429
org.eclipse.jdt.internal.junit.launcher,3,8,0.333333333,31,1,0.96875,0.302083333,0.646446609,org.eclipse.jdt.internal.junit.launcher,,1,0,org.eclipse.jdt.internal.junit.launcher,1102,0.5,0.99765808,1,0,0.084375,0.452818466,0.465137721
org.eclipse.jdt.internal.junit.runner,0,2,0,7,1,0.875,0.125,1,org.eclipse.jdt.internal.junit.runner,,0.857142857,0,org.eclipse.jdt.internal.junit.runner,489,1,0,1,0,0.3,0.5,0.520089286
org.eclipse.jdt.internal.junit.ui,4,25,0.25,41,4,0.911111111,0.161111111,1,org.eclipse.jdt.internal.junit.ui,0,1,0,org.eclipse.jdt.internal.junit.ui,3585,0.476190476,0.985948478,1,0.403508772,0.027773793,0.486720614,0.457527402
org.eclipse.jdt.internal.junit.util,3,11,0.1,27,3,0.9,0,0.528595479,org.eclipse.jdt.internal.junit.util,0,0,0,org.eclipse.jdt.internal.junit.util,1053,0.9,0.971896956,1,0.8,0,0.625165249,0.587819659
org.eclipse.jdt.internal.junit.wizards,5,9,0.125,38,1,0.974358974,0.099358974,0.898984746,org.eclipse.jdt.internal.junit.wizards,0,0.166666667,0,org.eclipse.jdt.internal.junit.wizards,2418,0.555555556,0.995316159,1,0.333333333,0.091975309,0.553138232,0.533626154
org.eclipse.jdt.internal.launching,5,26,0,20,4,0.833333333,0.166666667,0.813919268,org.eclipse.jdt.internal.launching,0,0.083333333,0,org.eclipse.jdt.internal.launching,3297,0.653846154,0.955503513,0.986425339,0.277777778,0.026627219,0.478397981,0.476151065
org.eclipse.jdt.internal.launching.macosx,0,5,0,9,0,0,1,0.646446609,org.eclipse.jdt.internal.launching.macosx,,0,0,org.eclipse.jdt.internal.launching.macosx,267,0,1,1,0,0,0.556980526,0.505308444
org.eclipse.jdt.internal.launching.support,0,1,0,2,0,0,1,1,org.eclipse.jdt.internal.launching.support,,1,0,org.eclipse.jdt.internal.launching.support,12,1,1,1,0,0,1,1
org.eclipse.jdt.internal.ui,5,23,0.210526316,31,48,0.392405063,0.397068621,0.471514546,org.eclipse.jdt.internal.ui,0,0.666666667,0.25,org.eclipse.jdt.internal.ui,1542,0.842105263,0.796252927,1,0.666666667,0.030056711,0.436422823,0.424326502
org.eclipse.jdt.internal.ui.actions,4,16,0,34,14,0.708333333,0.291666667,0.708537892,org.eclipse.jdt.internal.ui.actions,0,0.2,0,org.eclipse.jdt.internal.ui.actions,1130,0.75,0.93442623,0.989690722,1,0.04296875,0.531373033,0.523121528
org.eclipse.jdt.internal.ui.browsing,1,24,0.142857143,35,4,0.897435897,0.04029304,0.512150223,org.eclipse.jdt.internal.ui.browsing,0,1,0,org.eclipse.jdt.internal.ui.browsing,4139,0.47826087,0.988290398,1,0.583333333,0.028819444,0.429167143,0.452226402
org.eclipse.jdt.internal.ui.compare,1,25,0.086956522,46,2,0.958333333,0.045289855,0.387627564,org.eclipse.jdt.internal.ui.compare,,1,0,org.eclipse.jdt.internal.ui.compare,2583,0.64,0.995316159,1,1,0,0.497646242,0.517580871
org.eclipse.jdt.internal.ui.dialogs,0,14,0.076923077,27,15,0.642857143,0.28021978,0.56795062,org.eclipse.jdt.internal.ui.dialogs,0,0,0,org.eclipse.jdt.internal.ui.dialogs,1176,0.714285714,0.915690867,0.975384615,0.666666667,0.048979592,0.567366514,0.656643642
org.eclipse.jdt.internal.ui.dnd,0,9,0.285714286,14,4,0.777777778,0.063492063,0.575735931,org.eclipse.jdt.internal.ui.dnd,0,,0,org.eclipse.jdt.internal.ui.dnd,467,0.571428571,0.962529274,0.875,0,0,0.613189911,0.648070806
org.eclipse.jdt.internal.ui.filters,1,17,0,20,5,0.8,0.2,0.787867966,org.eclipse.jdt.internal.ui.filters,0,1,0,org.eclipse.jdt.internal.ui.filters,701,0.117647059,0.983606557,1,1,0,0.410291561,0.382903755
org.eclipse.jdt.internal.ui.jarpackager,0,18,0.125,39,1,0.975,0.1,0.848477118,org.eclipse.jdt.internal.ui.jarpackager,0,1,0,org.eclipse.jdt.internal.ui.jarpackager,3874,0.588235294,0.995316159,1,1,0.038271605,0.502924118,0.485664476
org.eclipse.jdt.internal.ui.javadocexport,2,13,0.083333333,43,1,0.977272727,0.060606061,0.366569208,org.eclipse.jdt.internal.ui.javadocexport,0,0.666666667,0,org.eclipse.jdt.internal.ui.javadocexport,3184,0.769230769,0.99765808,1,0.454545455,0.052662722,0.45721895,0.470461623
org.eclipse.jdt.internal.ui.javaeditor,5,39,0.147058824,56,24,0.7,0.152941176,0.940616339,org.eclipse.jdt.internal.ui.javaeditor,0,0.857142857,0.02,org.eclipse.jdt.internal.ui.javaeditor,7029,0.457142857,0.899297424,0.997142857,1,0.017817226,0.446169252,0.373719193
org.eclipse.jdt.internal.ui.javaeditor.selectionactions,0,7,0.166666667,19,1,0.95,0.116666667,0.646446609,org.eclipse.jdt.internal.ui.javaeditor.selectionactions,0,,0,org.eclipse.jdt.internal.ui.javaeditor.selectionactions,554,0.571428571,0.983606557,1,0.5,0,0.518964712,0.551089896
org.eclipse.jdt.internal.ui.packageview,4,20,0,41,7,0.854166667,0.145833333,0.832485151,org.eclipse.jdt.internal.ui.packageview,0,1,0,org.eclipse.jdt.internal.ui.packageview,3343,0.2,0.976580796,0.95,0,0.0345,0.418439716,0.425979932
org.eclipse.jdt.internal.ui.preferences,10,37,0.027777778,45,15,0.75,0.222222222,0.839705648,org.eclipse.jdt.internal.ui.preferences,0,1,0,org.eclipse.jdt.internal.ui.preferences,7773,0.378378378,0.960187354,1,0.272727273,0.018772827,0.560109631,0.488206251
org.eclipse.jdt.internal.ui.refactoring,10,75,0.171875,54,8,0.870967742,0.042842742,0.895510818,org.eclipse.jdt.internal.ui.refactoring,0,0.5,0,org.eclipse.jdt.internal.ui.refactoring,8558,0.753623188,0.882903981,0.997649824,0,0,0.468859883,0.462484275
org.eclipse.jdt.internal.ui.refactoring.actions,3,14,0.076923077,37,3,0.925,0.001923077,0.58426029,org.eclipse.jdt.internal.ui.refactoring.actions,0,1,0,org.eclipse.jdt.internal.ui.refactoring.actions,1249,0.357142857,0.974238876,1,1,0.048979592,0.686289907,0.723296183
org.eclipse.jdt.internal.ui.refactoring.changes,1,2,0,8,4,0.666666667,0.333333333,0.469669914,org.eclipse.jdt.internal.ui.refactoring.changes,,0.333333333,0,org.eclipse.jdt.internal.ui.refactoring.changes,88,1,0.990632319,1,1,0.3,1,0.553571429
org.eclipse.jdt.internal.ui.refactoring.code,0,4,0,15,2,0.882352941,0.117647059,1,org.eclipse.jdt.internal.ui.refactoring.code,,,0,org.eclipse.jdt.internal.ui.refactoring.code,363,0,0.995316159,1,0,0.25,0.470014494,0.501413494
org.eclipse.jdt.internal.ui.refactoring.nls,0,7,0,31,1,0.96875,0.03125,0.292893219,org.eclipse.jdt.internal.ui.refactoring.nls,,1,0,org.eclipse.jdt.internal.ui.refactoring.nls,1202,0.428571429,0.99765808,1,0,0.095918367,0.47609519,0.427875291
org.eclipse.jdt.internal.ui.refactoring.nls.search,0,8,0,34,0,0,1,1,org.eclipse.jdt.internal.ui.refactoring.nls.search,,1,0,org.eclipse.jdt.internal.ui.refactoring.nls.search,1096,0.5,1,1,0,0.084375,0.433758956,0.402557483
org.eclipse.jdt.internal.ui.refactoring.sef,0,2,0,12,1,0.923076923,0.076923077,1,org.eclipse.jdt.internal.ui.refactoring.sef,,,0,org.eclipse.jdt.internal.ui.refactoring.sef,214,0,0.99765808,1,0,0,0.642857143,0.535502959
org.eclipse.jdt.internal.ui.reorg,2,25,0.136363636,39,4,0.906976744,0.043340381,0.693813782,org.eclipse.jdt.internal.ui.reorg,0,0.5,0.083333333,org.eclipse.jdt.internal.ui.reorg,3059,0.625,0.981264637,1,0.285714286,0.02768,0.562479334,0.529791561
org.eclipse.jdt.internal.ui.search,0,27,0.08,41,6,0.872340426,0.047659574,0.688041126,org.eclipse.jdt.internal.ui.search,0,1,0,org.eclipse.jdt.internal.ui.search,2688,0.576923077,0.955503513,0.997863248,1,0.025651578,0.525106402,0.445628134
org.eclipse.jdt.internal.ui.text,3,23,0.15,34,8,0.80952381,0.04047619,0.610244022,org.eclipse.jdt.internal.ui.text,0,1.333333333,0,org.eclipse.jdt.internal.ui.text,2602,0.772727273,0.964871194,0.980519481,0.111111111,0.031687146,0.565613916,0.532974556
org.eclipse.jdt.internal.ui.text.correction,6,36,0.058823529,49,3,0.942307692,0.001131222,0.56795062,org.eclipse.jdt.internal.ui.text.correction,0,0.833333333,0,org.eclipse.jdt.internal.ui.text.correction,5347,0.941176471,0.992974239,1,0.8,0,0.574106851,0.542876689
org.eclipse.jdt.internal.ui.text.java,2,26,0.130434783,40,8,0.833333333,0.036231884,0.690980122,org.eclipse.jdt.internal.ui.text.java,0,0.5,0.055555556,org.eclipse.jdt.internal.ui.text.java,3336,0.826086957,0.955503513,1,0.736842105,0.026627219,0.477538441,0.508400447
org.eclipse.jdt.internal.ui.text.java.hover,0,10,0.111111111,22,3,0.88,0.008888889,0.835958169,org.eclipse.jdt.internal.ui.text.java.hover,0,1,0,org.eclipse.jdt.internal.ui.text.java.hover,658,1,0.988290398,1,1,0.068,0.521780381,0.599825569
org.eclipse.jdt.internal.ui.text.javadoc,1,6,0,23,3,0.884615385,0.115384615,0.472953723,org.eclipse.jdt.internal.ui.text.javadoc,0,1,0,org.eclipse.jdt.internal.ui.text.javadoc,1435,0.5,0.988290398,1,0,0.111111111,0.581736018,0.559054242
org.eclipse.jdt.internal.ui.text.link,0,4,0.333333333,18,3,0.857142857,0.19047619,1,org.eclipse.jdt.internal.ui.text.link,0,0.516129032,0,org.eclipse.jdt.internal.ui.text.link,823,1,0.985948478,1,0.742857143,0.166071429,0.606374006,0.59294864
org.eclipse.jdt.internal.ui.text.template,0,5,0,17,7,0.708333333,0.291666667,0.361123435,org.eclipse.jdt.internal.ui.text.template,0,0.75,0,org.eclipse.jdt.internal.ui.text.template,432,1,0.976580796,1,1,0.132,0.642277392,0.569625638
org.eclipse.jdt.internal.ui.typehierarchy,1,27,0.125,35,2,0.945945946,0.070945946,0.32117749,org.eclipse.jdt.internal.ui.typehierarchy,,0.76,0,org.eclipse.jdt.internal.ui.typehierarchy,3022,0.307692308,0.995316159,1,0.5,0.025301293,0.369072868,0.349915292
org.eclipse.jdt.internal.ui.util,0,17,0,36,34,0.514285714,0.485714286,0.346621768,org.eclipse.jdt.internal.ui.util,0,0.4,0,org.eclipse.jdt.internal.ui.util,1478,0.764705882,0.81264637,1,0,0.040484429,0.619935111,0.576290755
org.eclipse.jdt.internal.ui.viewsupport,0,23,0.095238095,25,24,0.510204082,0.394557823,0.511415025,org.eclipse.jdt.internal.ui.viewsupport,0,0,0.25,org.eclipse.jdt.internal.ui.viewsupport,2012,0.523809524,0.796252927,0.970899471,0.333333333,0.030056711,0.511328434,0.45883278
org.eclipse.jdt.internal.ui.wizards,0,25,0.136363636,41,5,0.891304348,0.027667984,0.872624611,org.eclipse.jdt.internal.ui.wizards,0,1,0.25,org.eclipse.jdt.internal.ui.wizards,1758,0.666666667,0.983606557,1,1,0.02768,0.556763019,0.451496311
org.eclipse.jdt.internal.ui.wizards.buildpaths,3,31,0.033333333,39,5,0.886363636,0.08030303,0.705876088,org.eclipse.jdt.internal.ui.wizards.buildpaths,0,1,0,org.eclipse.jdt.internal.ui.wizards.buildpaths,5733,0.387096774,0.971896956,1,0.363636364,0.022372529,0.563388247,0.517170862
org.eclipse.jdt.internal.ui.wizards.dialogfields,0,16,0.333333333,11,6,0.647058824,0.019607843,0.513864088,org.eclipse.jdt.internal.ui.wizards.dialogfields,0,0.257142857,0,org.eclipse.jdt.internal.ui.wizards.dialogfields,2306,0.99765808,0.908665105,0.993421053,0.142857143,0.04296875,0.524751226,0.490844058
org.eclipse.jdt.internal.ui.workingsets,0,9,0,27,2,0.931034483,0.068965517,0.302783311,org.eclipse.jdt.internal.ui.workingsets,0,0.333333333,0,org.eclipse.jdt.internal.ui.workingsets,815,0.111111111,0.995316159,1,0.333333333,0.091975309,0.507450833,0.489181882
org.eclipse.jdt.junit,0,1,0,1,1,0.5,0.5,1,org.eclipse.jdt.junit,,0,0,org.eclipse.jdt.junit,14,1,1,0,0,0.799299065,0,0
org.eclipse.jdt.launching,6,23,1.555555556,12,14,0.461538462,1.017094017,1,org.eclipse.jdt.launching,0.161290323,0,0.033333333,org.eclipse.jdt.launching,2051,0.923076923,0.908665105,0.933333333,1,0,0.400162621,0.356887825
org.eclipse.jdt.launching.sourcelookup,1,8,0.142857143,15,5,0.75,0.107142857,0.755051026,org.eclipse.jdt.launching.sourcelookup,0,0.428571429,0.25,org.eclipse.jdt.launching.sourcelookup,1114,0.142857143,0.981264637,1,0.4,0.084375,0.775389662,0.557814158
org.eclipse.jdt.ui,2,18,0.8,36,45,0.444444444,0.244444444,0.532804532,org.eclipse.jdt.ui,0.1,0.333333333,0.009259259,org.eclipse.jdt.ui,1932,0.7,0.733021077,0.954761905,0.782608696,0.030786316,0.670160962,0.681974437
org.eclipse.jdt.ui.actions,20,76,0.04109589,57,11,0.838235294,0.120668815,0.459488675,org.eclipse.jdt.ui.actions,0,0.75,0,org.eclipse.jdt.ui.actions,8875,0.96,0.887587822,0.998039582,0.714285714,0.0091759,0.59509165,0.508406338
org.eclipse.jdt.ui.jarpackager,0,6,2,12,0,0,1,0.734834957,org.eclipse.jdt.ui.jarpackager,,0.666666667,0,org.eclipse.jdt.ui.jarpackager,465,1,1,1,0.6,0.111111111,0.53968254,0.766409266
org.eclipse.jdt.ui.refactoring,0,1,0,12,1,0.923076923,0.076923077,0.292893219,org.eclipse.jdt.ui.refactoring,0,0.090909091,0,org.eclipse.jdt.ui.refactoring,167,1,0.99765808,1,0.315789474,0.509299065,1,1
org.eclipse.jdt.ui.text,0,5,1.5,22,14,0.611111111,1.111111111,0.887061512,org.eclipse.jdt.ui.text,0,0.583333333,0,org.eclipse.jdt.ui.text,446,0.5,0.953161593,0.666666667,0.083333333,0.132,0.722222222,0.754347826
org.eclipse.jdt.ui.text.java,0,3,0,3,1,0.75,0.25,0.292893219,org.eclipse.jdt.ui.text.java,0,0,0.75,org.eclipse.jdt.ui.text.java,14,1,1,0,0,0.399649533,0,0
org.eclipse.jdt.ui.text.java.hover,0,1,0,2,1,0.666666667,0.333333333,1,org.eclipse.jdt.ui.text.java.hover,,,0,org.eclipse.jdt.ui.text.java.hover,6,1,1,0,0,0,0,0
org.eclipse.jdt.ui.wizards,3,10,1,34,5,0.871794872,0.871794872,0.625834261,org.eclipse.jdt.ui.wizards,0,0.421052632,0,org.eclipse.jdt.ui.wizards,2043,0.875,0.990632319,0.962962963,0.372881356,0.062302,0.481994381,0.420249511
org.eclipse.jface.action,1,27,1.25,13,88,0.128712871,0.378712871,0.724511557,org.eclipse.jface.action,0.418367347,0,0.005874154,org.eclipse.jface.action,2845,0.87587822,0.466042155,0.964922652,0.333333333,0.025651578,0.538717035,0.48197145
